didok,stationsbezeichnung,service,periodevon,periodebis,von1,bis1,von2,bis2,von3,bis3,Mo,Di,Mi,Do,Fr,Sa,So,Oeffnungsdauer,Dauer Mo-Fr,Dauer Sa,Dauer So,Unternehmung,geopos,ID
3204,Horgen,DHL / PickPost,,01.01.1931,0001-01-01T10:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:23:28+00:53,,,1,1,1,1,1,,,7.30 Std/Min.,37.30 Std/Min.,,,SBB,"47.2614824887, 8.59690458831",2002
3206,Wädenswil,Geldwechsel,,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,,10.45 Std/Min.,,10.45 Std/Min.,,SBB,"47.2293011038, 8.67519275897",2003
3206,Wädenswil,Gepäck,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.30 Std/Min.,57.30 Std/Min.,,,SBB,"47.2293011038, 8.67519275897",2004
3206,Wädenswil,Western Union,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.30 Std/Min.,57.30 Std/Min.,,,SBB,"47.2293011038, 8.67519275897",2005
3207,Richterswil,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,,,1,,8.0 Std/Min.,,8.0 Std/Min.,,SBB,"47.2083677131, 8.70746042267",2006
3207,Richterswil,Geldwechsel,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,,,1,,8.0 Std/Min.,,8.0 Std/Min.,,SBB,"47.2083677131, 8.70746042267",2007
3207,Richterswil,Gepäck,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T13:23:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,0,0,9.0 Std/Min.,45.0 Std/Min.,,,SBB,"47.2083677131, 8.70746042267",2008
3207,Richterswil,Western Union,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T13:23:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,0,0,9.0 Std/Min.,45.0 Std/Min.,,,SBB,"47.2083677131, 8.70746042267",2009
3209,Pfäffikon SZ,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T11:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,,1,7.30 Std/Min.,,,7.30 Std/Min.,SBB,"47.2029974467, 8.77811068503",2010
3209,Pfäffikon SZ,Eventtickets,,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T11:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T17:38:28+00:53,,,,,,,,1,,9.15 Std/Min.,,9.15 Std/Min.,,SBB,"47.2029974467, 8.77811068503",2011
3209,Pfäffikon SZ,Geldwechsel,,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T11:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T17:38:28+00:53,,,,,,,,1,,9.15 Std/Min.,,9.15 Std/Min.,,SBB,"47.2029974467, 8.77811068503",2012
3209,Pfäffikon SZ,Gepäck,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T11:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,,1,7.30 Std/Min.,,,7.30 Std/Min.,SBB,"47.2029974467, 8.77811068503",2013
3209,Pfäffikon SZ,Western Union,,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T11:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T17:38:28+00:53,,,,,,,,1,,9.15 Std/Min.,,9.15 Std/Min.,,SBB,"47.2029974467, 8.77811068503",2014
3220,Lachen,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.40 Std/Min.,58.20 Std/Min.,,,SBB,"47.190068574, 8.85269238166",2015
3220,Lachen,Eventtickets,,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.40 Std/Min.,58.20 Std/Min.,,,SBB,"47.190068574, 8.85269238166",2016
3220,Lachen,Gepäck,,01.01.1931,0001-01-01T08:43:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,1,,7.10 Std/Min.,,7.10 Std/Min.,,SBB,"47.190068574, 8.85269238166",2017
3221,Siebnen-Wangen,"Billette, Abonnemente, Freizeitangebote",01.01.2004,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,8.30 Std/Min.,42.30 Std/Min.,,,SBB,"47.1826674891, 8.90069892838",2018
3221,Siebnen-Wangen,Geldwechsel,01.01.2004,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,8.30 Std/Min.,42.30 Std/Min.,,,SBB,"47.1826674891, 8.90069892838",2019
5400,Locarno,Geldwechsel,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,FFS,"46.1724273965, 8.80135894865",2020
5400,Locarno,Gepäckversand International,,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T16:03:28+00:53,0001-01-01T18:23:28+00:53,,,1,1,1,1,1,0,0,6.20 Std/Min.,31.40 Std/Min.,,,FFS,"46.1724273965, 8.80135894865",2021
5400,Locarno,Velovermietung,,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T16:03:28+00:53,0001-01-01T19:23:28+00:53,,,1,1,1,1,1,0,0,7.20 Std/Min.,36.40 Std/Min.,,,FFS,"46.1724273965, 8.80135894865",2022
5470,Locarno FART,"Billette, Abonnemente, Freizeitangebote",01.01.2026,,0001-01-01T06:23:28+00:53,0001-01-02T00:52:28+00:53,,,,,0,0,0,0,1,0,0,18.29 Std/Min.,92.25 Std/Min.,,,FART,"46.1726744589, 8.80101546659",2023
5850,"Ascona, Posta",Drittverkauf,01.01.2014,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T11:53:28+00:53,,,,,0,0,0,0,0,1,0,2.30 Std/Min.,12.30 Std/Min.,2.30 Std/Min.,,FART,"46.156583235, 8.76973593237",2024
5955,"Roveredo GR, Posta",Gepäck,01.01.2024,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:08:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,7.45 Std/Min.,38.45 Std/Min.,,,POST,"46.2377692654, 9.12754314721",2025
6000,Winterthur,Eventtickets,01.01.2009,01.01.1931,0001-01-01T06:53:28+00:53,0001-01-01T21:53:28+00:53,,,,,1,1,1,1,1,,,15.0 Std/Min.,75.0 Std/Min.,,,SBB,"47.5003335301, 8.72379907332",2026
6000,Winterthur,Gruppenreisen,01.01.2009,01.01.1931,0001-01-01T06:53:28+00:53,0001-01-01T20:53:28+00:53,,,,,0,0,0,0,0,1,1,14.0 Std/Min.,70.0 Std/Min.,14.0 Std/Min.,14.0 Std/Min.,SBB,"47.5003335301, 8.72379907332",2027
6000,Winterthur,Velovermietung,01.01.2009,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T20:53:28+00:53,,,,,,,,,,1,1,12.0 Std/Min.,,12.0 Std/Min.,12.0 Std/Min.,SBB,"47.5003335301, 8.72379907332",2028
6002,Winterthur Seen,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:43:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,,,8.30 Std/Min.,42.30 Std/Min.,,,SBB,"47.4874349418, 8.76678904042",2029
6015,Räterschen,Drittverkauf,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,8.0 Std/Min.,40.0 Std/Min.,,,SBB,"47.4986756956, 8.79499713285",2030
6016,Oberwinterthur,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:43:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,,,8.30 Std/Min.,42.30 Std/Min.,,,SBB,"47.5079184546, 8.76037093131",2031
6016,Oberwinterthur,Fundservice,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:43:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,0,0,8.30 Std/Min.,42.30 Std/Min.,,,SBB,"47.5079184546, 8.76037093131",2032
6016,Oberwinterthur,Geldwechsel,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:43:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,,,8.30 Std/Min.,42.30 Std/Min.,,,SBB,"47.5079184546, 8.76037093131",2033
6023,Ossingen,Drittverkauf,,01.01.1931,0001-01-01T07:08:28+00:53,0001-01-01T10:38:28+00:53,0001-01-01T14:08:28+00:53,0001-01-01T18:38:28+00:53,,,1,,1,,1,,,8.0 Std/Min.,24.0 Std/Min.,,,SBB,"47.6146106042, 8.72409330368",2034
6047,Andelfingen,DHL,,01.01.1930,0001-01-01T07:53:28+00:53,0001-01-01T12:03:28+00:53,0001-01-01T13:43:28+00:53,0001-01-01T18:03:28+00:53,,,1,1,1,1,1,0,0,8.30 Std/Min.,42.30 Std/Min.,,,SBB,"47.5937589886, 8.67797953564",2035
6047,Andelfingen,Gepäck,,01.01.1930,0001-01-01T07:53:28+00:53,0001-01-01T12:03:28+00:53,0001-01-01T13:43:28+00:53,0001-01-01T18:03:28+00:53,,,1,1,1,1,1,0,0,8.30 Std/Min.,42.30 Std/Min.,,,SBB,"47.5937589886, 8.67797953564",2036
6047,Andelfingen,Gepäckaufbewahrung,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T12:03:28+00:53,0001-01-01T13:43:28+00:53,0001-01-01T18:23:28+00:53,,,1,1,1,1,1,0,0,8.50 Std/Min.,44.10 Std/Min.,,,SBB,"47.5937589886, 8.67797953564",2037
6100,Frauenfeld,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,9.30 Std/Min.,,9.30 Std/Min.,,SBB,"47.5581599749, 8.89653893491",2038
6100,Frauenfeld,Gepäck,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,9.0 Std/Min.,,9.0 Std/Min.,,SBB,"47.5581599749, 8.89653893491",2039
6100,Frauenfeld,Western Union,,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,1,7.30 Std/Min.,,,7.30 Std/Min.,SBB,"47.5581599749, 8.89653893491",2040
6105,Weinfelden,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,9.15 Std/Min.,,9.15 Std/Min.,,SBB,"47.5662241626, 9.10634628137",2041
6105,Weinfelden,Gepäck,,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,9.15 Std/Min.,,9.15 Std/Min.,,SBB,"47.5662241626, 9.10634628137",2042
6105,Weinfelden,Western Union,01.01.2020,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,9.15 Std/Min.,,9.15 Std/Min.,,SBB,"47.5662241626, 9.10634628137",2043
6109,Amriswil,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T17:23:28+00:53,,,,,,,,,,1,,8.30 Std/Min.,,8.30 Std/Min.,,SBB,"47.5504471564, 9.30221759023",2044
6109,Amriswil,Eventtickets,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.0 Std/Min.,55.0 Std/Min.,,,SBB,"47.5504471564, 9.30221759023",2045
6109,Amriswil,Eventtickets,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T17:23:28+00:53,,,,,,,,,,1,,8.30 Std/Min.,,8.30 Std/Min.,,SBB,"47.5504471564, 9.30221759023",2046
6109,Amriswil,Gepäck,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.0 Std/Min.,55.0 Std/Min.,,,SBB,"47.5504471564, 9.30221759023",2047
6121,Romanshorn,Eventtickets,,01.01.1930,0001-01-01T07:43:28+00:53,0001-01-01T19:33:28+00:53,,,,,1,1,1,1,1,0,0,11.50 Std/Min.,59.10 Std/Min.,,,SBB,"47.5655269844, 9.37936259732",2048
6121,Romanshorn,Western Union,,01.01.1930,0001-01-01T08:43:28+00:53,0001-01-01T12:33:28+00:53,0001-01-01T14:13:28+00:53,0001-01-01T17:33:28+00:53,,,0,0,0,0,0,1,1,7.10 Std/Min.,35.50 Std/Min.,7.10 Std/Min.,7.10 Std/Min.,SBB,"47.5655269844, 9.37936259732",2049
6122,Uttwil,Drittverkauf,01.01.2025,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T11:53:28+00:53,,,,,,,,,,1,,3.0 Std/Min.,,3.0 Std/Min.,,SBB,"47.5860214293, 9.33968840224",2050
6126,Münsterlingen-Scherzingen,Drittverkauf,01.01.2014,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T11:53:28+00:53,,,,,,,,,,1,,3.0 Std/Min.,,3.0 Std/Min.,,SBB,"47.6334235783, 9.2269983596",2051
6128,Kreuzlingen Hafen,Drittverkauf,01.01.2008,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T20:53:28+00:53,,,,,,,,,,,1,13.0 Std/Min.,,,13.0 Std/Min.,SBB,"47.6491676497, 9.18196081638",2052
6129,Konstanz,"Billette, Abonnemente, Freizeitangebote",01.01.2016,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:33:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,1,7.30 Std/Min.,,,7.30 Std/Min.,SBB,"47.6580935736, 9.17700848507",2053
6129,Konstanz,Eventtickets,01.01.2016,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,,9.0 Std/Min.,,9.0 Std/Min.,,SBB,"47.6580935736, 9.17700848507",2054
6129,Konstanz,Geldwechsel,01.01.2016,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,,9.0 Std/Min.,,9.0 Std/Min.,,SBB,"47.6580935736, 9.17700848507",2055
6131,Kreuzlingen,Eventtickets,,01.01.1931,0001-01-01T09:38:28+00:53,0001-01-01T12:38:28+00:53,0001-01-01T13:38:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,1,7.15 Std/Min.,,,7.15 Std/Min.,SBB,"47.6525540444, 9.16906514323",2056
6131,Kreuzlingen,Geldwechsel,,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"47.6525540444, 9.16906514323",2057
6131,Kreuzlingen,Western Union,,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,9.15 Std/Min.,,9.15 Std/Min.,,SBB,"47.6525540444, 9.16906514323",2058
6136,Steckborn,Drittverkauf,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,8.30 Std/Min.,42.30 Std/Min.,,,SBB,"47.6645058687, 8.98100858061",2059
6170,Münchwilen Pflegeheim,Drittverkauf,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:38:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,8.45 Std/Min.,43.45 Std/Min.,,,FW,"47.4815944002, 8.99171966847",2060
6200,Wattwil,"Billette, Abonnemente, Freizeitangebote",01.01.2013,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T18:38:28+00:53,,,,,,,,,,1,,10.30 Std/Min.,,10.30 Std/Min.,,SOB,"47.2994785543, 9.0864636527",2061
6200,Wattwil,Geldwechsel,01.01.2013,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T18:38:28+00:53,,,,,,,,,,1,,10.30 Std/Min.,,10.30 Std/Min.,,SOB,"47.2994785543, 9.0864636527",2062
6200,Wattwil,Geldwechsel,01.01.2013,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T12:33:28+00:53,0001-01-01T13:13:28+00:53,0001-01-01T17:08:28+00:53,,,,,,,,,1,7.50 Std/Min.,,,7.50 Std/Min.,SOB,"47.2994785543, 9.0864636527",2063
6200,Wattwil,Reisebüro KTU,01.01.2013,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T18:38:28+00:53,,,,,,,,,,1,,10.30 Std/Min.,,10.30 Std/Min.,,SOB,"47.2994785543, 9.0864636527",2064
6200,Wattwil,Reisebüro KTU,01.01.2013,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T12:33:28+00:53,0001-01-01T13:13:28+00:53,0001-01-01T17:08:28+00:53,,,,,,,,,1,7.50 Std/Min.,,,7.50 Std/Min.,SOB,"47.2994785543, 9.0864636527",2065
6208,Uzwil,Geldwechsel,,01.01.1931,0001-01-01T08:33:28+00:53,0001-01-01T16:33:28+00:53,,,,,,,,,,1,,8.0 Std/Min.,,8.0 Std/Min.,,SBB,"47.4364421946, 9.13097170762",2066
6210,Gossau SG,Geldwechsel,,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,0,0,12.30 Std/Min.,62.30 Std/Min.,,,SBB,"47.4118296551, 9.25303263655",2067
6210,Gossau SG,Gepäck,01.01.2012,01.01.2012,0001-01-01T08:33:28+00:53,0001-01-01T16:23:28+00:53,,,,,0,0,0,0,0,1,0,7.50 Std/Min.,39.10 Std/Min.,7.50 Std/Min.,,SBB,"47.4118296551, 9.25303263655",2068
6213,Bischofszell Stadt,Drittverkauf,01.01.2029,01.01.2020,0001-01-01T07:53:28+00:53,0001-01-01T20:53:28+00:53,,,,,,,,,,1,,13.0 Std/Min.,,13.0 Std/Min.,,SBB,"47.4921416385, 9.24146504156",2069
6269,Säntis,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,1,1,1,1,1,,,9.0 Std/Min.,45.0 Std/Min.,,,LSS,"47.2493292536, 9.34227691739",2070
6290,Herisau,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T15:23:28+00:53,,,,,,,,,,,1,7.30 Std/Min.,,,7.30 Std/Min.,SOB,"47.3901678809, 9.27680356449",2071
6290,Herisau,Eventtickets,01.01.2021,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T15:23:28+00:53,,,,,,,,,,,1,7.30 Std/Min.,,,7.30 Std/Min.,SOB,"47.3901678809, 9.27680356449",2072
6290,Herisau,Fundservice,,01.01.1931,0001-01-01T07:08:28+00:53,0001-01-01T20:23:28+00:53,,,,,1,1,1,1,1,,,13.15 Std/Min.,66.15 Std/Min.,,,SOB,"47.3901678809, 9.27680356449",2073
6290,Herisau,Fundservice,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T15:23:28+00:53,,,,,,,,,,,1,7.30 Std/Min.,,,7.30 Std/Min.,SOB,"47.3901678809, 9.27680356449",2074
6290,Herisau,Fundservice,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,,,,,,1,,11.30 Std/Min.,,11.30 Std/Min.,,SOB,"47.3901678809, 9.27680356449",2075
6290,Herisau,Geldwechsel,,,0001-01-01T07:08:28+00:53,0001-01-01T20:23:28+00:53,,,,,1,1,1,1,1,,,13.15 Std/Min.,66.15 Std/Min.,,,SOB,"47.3901678809, 9.27680356449",2076
6290,Herisau,Geldwechsel,,,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,,,,,,1,1,11.30 Std/Min.,,11.30 Std/Min.,11.30 Std/Min.,SOB,"47.3901678809, 9.27680356449",2077
6290,Herisau,Geldwechsel,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T15:23:28+00:53,,,,,,,,,,,1,7.30 Std/Min.,,,7.30 Std/Min.,SOB,"47.3901678809, 9.27680356449",2078
6290,Herisau,Gepäck,,01.01.1931,0001-01-01T07:08:28+00:53,0001-01-01T20:23:28+00:53,,,,,1,1,1,1,1,,,13.15 Std/Min.,66.15 Std/Min.,,,SOB,"47.3901678809, 9.27680356449",2079
6290,Herisau,Gepäckaufbewahrung,01.01.2005,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:08:28+00:53,,,,,,,,,,1,,11.15 Std/Min.,,11.15 Std/Min.,,SOB,"47.3901678809, 9.27680356449",2080
6290,Herisau,Reisebüro KTU,01.01.2014,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T12:23:28+00:53,,,,,,,,,,1,,3.0 Std/Min.,,3.0 Std/Min.,,SOB,"47.3901678809, 9.27680356449",2081
6292,Degersheim,Gepäckaufbewahrung,,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T11:38:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:53:28+00:53,,,1,1,1,1,1,,,8.15 Std/Min.,41.15 Std/Min.,,,SOB,"47.3724767308, 9.20028142402",2082
6299,Nesslau-Neu St. Johann,"Billette, Abonnemente, Freizeitangebote",01.01.2015,01.01.1931,0001-01-01T08:43:28+00:53,0001-01-01T12:03:28+00:53,0001-01-01T13:43:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,1,1,8.30 Std/Min.,,8.30 Std/Min.,8.30 Std/Min.,SOB,"47.2266599944, 9.19779821129",2083
6299,Nesslau-Neu St. Johann,Gepäck,,,0001-01-01T07:53:28+00:53,0001-01-01T13:53:28+00:53,,,,,0,0,0,0,0,1,0,6.0 Std/Min.,30.0 Std/Min.,6.0 Std/Min.,,SOB,"47.2266599944, 9.19779821129",2084
6299,Nesslau-Neu St. Johann,Gepäckaufbewahrung,,,0001-01-01T07:53:28+00:53,0001-01-01T12:03:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:53:28+00:53,,,1,1,1,1,1,0,0,8.10 Std/Min.,40.50 Std/Min.,,,SOB,"47.2266599944, 9.19779821129",2085
6302,St. Gallen,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T20:53:28+00:53,,,,,,,,,,1,1,13.30 Std/Min.,,13.30 Std/Min.,13.30 Std/Min.,SBB,"47.4231790668, 9.36987712043",2086
6302,St. Gallen,Check-in am Bahnhof,,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,10.0 Std/Min.,50.0 Std/Min.,,,SBB,"47.4231790668, 9.36987712043",2087
6302,St. Gallen,Eventtickets,,01.01.1931,0001-01-01T06:53:28+00:53,0001-01-01T21:53:28+00:53,,,,,1,1,1,1,1,,,15.0 Std/Min.,75.0 Std/Min.,,,SBB,"47.4231790668, 9.36987712043",2088
6302,St. Gallen,Geldwechsel,,01.01.1931,0001-01-01T06:53:28+00:53,0001-01-01T21:53:28+00:53,,,,,1,1,1,1,1,,,15.0 Std/Min.,75.0 Std/Min.,,,SBB,"47.4231790668, 9.36987712043",2089
6302,St. Gallen,Western Union,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,,,,,,1,,12.0 Std/Min.,,12.0 Std/Min.,,SBB,"47.4231790668, 9.36987712043",2090
6306,Rorschach Hafen,Drittverkauf,,01.01.1930,0001-01-01T09:53:28+00:53,0001-01-01T15:38:28+00:53,,,,,0,0,0,0,0,1,0,5.45 Std/Min.,28.45 Std/Min.,5.45 Std/Min.,,SBB,"47.4785940343, 9.49290567677",2091
6308,Arbon,"Billette, Abonnemente, Freizeitangebote",01.01.2014,01.01.2012,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.30 Std/Min.,57.30 Std/Min.,,,SBB,"47.5105854479, 9.43333858591",2092
6308,Arbon,Western Union,01.01.2014,01.01.2012,0001-01-01T09:03:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T14:03:28+00:53,0001-01-01T18:23:28+00:53,,,,,,,,1,,7.40 Std/Min.,,7.40 Std/Min.,,SBB,"47.5105854479, 9.43333858591",2093
6311,Rorschach,Eventtickets,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.30 Std/Min.,57.30 Std/Min.,,,SBB,"47.4779984016, 9.50513168035",2094
6311,Rorschach,Geldwechsel,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.30 Std/Min.,57.30 Std/Min.,,,SBB,"47.4779984016, 9.50513168035",2095
6311,Rorschach,Velovermietung,,01.01.1931,0001-01-01T09:03:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T14:03:28+00:53,0001-01-01T18:23:28+00:53,,,,1,1,1,1,1,,7.40 Std/Min.,30.40 Std/Min.,7.40 Std/Min.,,SBB,"47.4779984016, 9.50513168035",2096
6314,St. Margrethen,Eventtickets,,01.01.1930,0001-01-01T08:53:28+00:53,0001-01-01T18:23:28+00:53,,,,,,,,,,1,,9.30 Std/Min.,,9.30 Std/Min.,,SBB,"47.4532118157, 9.63825154068",2097
6317,Heerbrugg,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T09:08:28+00:53,0001-01-01T12:38:28+00:53,0001-01-01T13:38:28+00:53,0001-01-01T18:23:28+00:53,,,0,0,0,0,0,0,1,8.15 Std/Min.,41.15 Std/Min.,,8.15 Std/Min.,SBB,"47.4103853071, 9.62724352946",2098
6317,Heerbrugg,Geldwechsel,,01.01.1931,0001-01-01T09:08:28+00:53,0001-01-01T12:38:28+00:53,0001-01-01T13:43:28+00:53,0001-01-01T18:23:28+00:53,,,,,,,,,1,8.10 Std/Min.,,,8.10 Std/Min.,SBB,"47.4103853071, 9.62724352946",2099
6317,Heerbrugg,Gepäck,,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,9.45 Std/Min.,,9.45 Std/Min.,,SBB,"47.4103853071, 9.62724352946",2100
105,Moutier,Gepäck,,01.01.2012,0001-01-01T07:38:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.45 Std/Min.,58.45 Std/Min.,,,CFF,"47.2806661619, 7.38103944266",2101
