didok,stationsbezeichnung,service,Mail,Firma,Postfach,Adresse,Nummer,PLZ,Ort,Land,geopos,ID
1352,Montreux MOB,Fundservice,info@goldenpass.ch,,,,,,,,"46.4362535563, 6.91072831865",150
1394,Château-d'Oex,"Billette, Abonnemente, Freizeitangebote",gare.chateaudoex@goldenpass.ch,,,,,,,,"46.4746699982, 7.13141988446",151
1398,Saanen BE,"Billette, Abonnemente, Freizeitangebote",bahnhof.saanen@goldenpass.ch,MOB,,Bahnhofstrasse,11,3792,Saanen,Schweiz,"46.4885751409, 7.26027824102",152
1399,Gstaad,Gepäck,bahnhof.gstaad@goldenpass.ch,GoldenPass,,Güterstrasse,12,3780,Gstaad,,"46.4748024084, 7.28441201978",153
1403,St-Maurice,Gepäck,sm300@cff.ch,Chemins de fer fédéraux suisse CFF,,Gare CFF,,1890,St-Maurice,,"46.216363536, 7.00204915835",154
1421,Monthey,"Billette, Abonnemente, Freizeitangebote",mth300@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,,1870,Monthey,,"46.2556458933, 6.9552285472",155
1448,Champéry,Gepäckaufbewahrung,gare.champery@tpc.ch,,,,,,,,"46.174950304, 6.87150433206",156
1493,"Barboleuse, La","Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.2827444058, 7.07050172887",157
1500,Martigny,Geldwechsel,b11.ma300@sbb.ch,Chemins de fer fédéraux suisse CFF,,Avenue de la Gare,53,1920,Martigny,,"46.1058273015, 7.07912247583",158
1500,Martigny,Western Union,b11.ma300@sbb.ch,Chemins de fer fédéraux suisse CFF,,Avenue de la Gare,53,1920,Martigny,,"46.1058273015, 7.07912247583",159
1506,Sion,Gepäck,voyageurs.sion@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1950,Sion,,"46.2275453615, 7.35919185191",160
1561,Vernayaz MC,"Billette, Abonnemente, Freizeitangebote",,TMR Transports de Martigny et Régions SA,,,,1904,Vernayaz,,"46.1301269722, 7.04493371044",161
1563,Les Marécottes,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.1123112372, 7.01169234967",162
1565,Finhaut,"Billette, Abonnemente, Freizeitangebote",,TMR Transports de Martigny et Régions SA,,Place de la gare,1,1925,Finhaut,,"46.0823239833, 6.9763778892",163
1579,Le Châble,"Billette, Abonnemente, Freizeitangebote",gare.chable@tmrsa.ch,,,,,,,,"46.0787435892, 7.21503927316",164
1601,Leuk,Geldwechsel,reisebuero.leuk-susten@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhof,,3952,Leuk,,"46.3118851335, 7.64394777254",165
1605,Visp,Western Union,bahnhof.visp@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,3930,Visp,,"46.2940248591, 7.88145816487",166
1609,Brig,Check-in am Bahnhof,reisezentrum.brig@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,3900,Brig,,"46.3194210071, 7.98809158467",167
1609,Brig,Geldwechsel,reisezentrum.brig@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,3900,Brig,,"46.3194210071, 7.98809158467",168
1620,Brig Contact Center SBB,GA-Service-Center,ga@sbb.ch,,,,,,,,,169
1661,Oberwald,Gepäckaufbewahrung,bahnhof.oberwald@mgbahn.ch,Matterhorn Gotthard Bahn,,Bahnhofplatz,,3999,Oberwald,,"46.5308495637, 8.34294024356",170
1666,Reckingen,Gepäckaufbewahrung,Tourismus@Reckingen-Gluringen.ch,,,,,,,,"46.4682257174, 8.24388275992",171
1672,Fiesch,Gepäckaufbewahrung,bahnhof.fiesch@mgbahn.ch,Matterhorn Gotthard Bahn,,Bahnhofstrasse,11,3984,Fiesch,,"46.4031361683, 8.13264349687",172
1689,Zermatt,"Billette, Abonnemente, Freizeitangebote",bahnhof.zermatt@mgbahn.ch,Matterhorn Gotthard Bahn,,Bahnhofplatz 9,,3920,Zermatt,,"46.0244720211, 7.74829647858",173
1689,Zermatt,Check-in am Bahnhof,bahnhof.zermatt@mgbahn.ch,Matterhorn Gotthard Bahn,,Bahnhofplatz 9,,3920,Zermatt,,"46.0244720211, 7.74829647858",174
1779,"St-Luc, office du tourisme",Gepäck,,,,,,,,,"46.2235565931, 7.59305699674",175
1952,Iselle di Trasquera,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.207010579, 8.20704670563",176
2001,Zofingen,Geldwechsel,bahnhof.zofingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Untere Grabenstrasse,28,4800,Zofingen,Schweiz,"47.2880447598, 7.94309735295",177
2005,Nebikon,"Billette, Abonnemente, Freizeitangebote",bahnhof.nebikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,9,6244,Nebikon,,"47.192373647, 7.97744173598",178
2005,Nebikon,Eventtickets,bahnhof.nebikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,9,6244,Nebikon,,"47.192373647, 7.97744173598",179
2007,Sursee,Western Union,bahnhof.sursee@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,6,6210,Sursee,,"47.1707889132, 8.09787795205",180
2021,Emmenbrücke,Eventtickets,reisebuero.emmenbruecke@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,Bahnhofstrasse,16,6020,Emmenbrücke,,"47.0705979582, 8.28255105833",181
2021,Emmenbrücke,Gruppenreisen,reisebuero.emmenbruecke@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,Bahnhofstrasse,16,6020,Emmenbrücke,,"47.0705979582, 8.28255105833",182
2021,Emmenbrücke,Western Union,reisebuero.emmenbruecke@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,Bahnhofstrasse,16,6020,Emmenbrücke,,"47.0705979582, 8.28255105833",183
2024,Hochdorf,Western Union,reisebuero.hochdorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhof 1,,6280,Hochdorf,,"47.1669743615, 8.28868696709",184
2113,Aarau,"Billette, Abonnemente, Freizeitangebote",bahnhof.aarau@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,3d,5000,Aarau,,"47.3913553369, 8.05125354274",185
2113,Aarau,Check-in am Bahnhof,bahnhof.aarau@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,3d,5000,Aarau,,"47.3913553369, 8.05125354274",186
2113,Aarau,Geldwechsel,bahnhof.aarau@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,3d,5000,Aarau,,"47.3913553369, 8.05125354274",187
2119,Lenzburg,Gepäck,bahnhof.lenzburg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,50,5600,Lenzburg,,"47.3911934191, 8.17037888645",188
2119,Lenzburg,Western Union,bahnhof.lenzburg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,50,5600,Lenzburg,,"47.3911934191, 8.17037888645",189
2202,Rotkreuz,"Billette, Abonnemente, Freizeitangebote",billettschalter.rotkreuz@sbb.ch,Schweizerische Bundesbahnen SBB,,,,6343,Rotkreuz,,"47.1417586665, 8.43047453438",190
2202,Rotkreuz,Gepäck,billettschalter.rotkreuz@sbb.ch,Schweizerische Bundesbahnen SBB,,,,6343,Rotkreuz,,"47.1417586665, 8.43047453438",191
2203,Cham,Geldwechsel,,Schweizerische Bundesbahnen SBB,,Bahnhof SBB,,6330,Cham,,"47.1782423661, 8.45748408001",192
2204,Zug,Fundservice,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,6300,Zug,,"47.1736230527, 8.51529569481",193
2204,Zug,Gepäck,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,6300,Zug,,"47.1736230527, 8.51529569481",194
2206,Baar,"Billette, Abonnemente, Freizeitangebote",bahnhof.baar@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhof,,6340,Baar,,"47.1953625991, 8.52325583517",195
2206,Baar,Eventtickets,bahnhof.baar@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhof,,6340,Baar,,"47.1953625991, 8.52325583517",196
2213,Wohlen,Geldwechsel,bahnhof.wohlen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,5610,Wohlen AG,,"47.3484618374, 8.26978121872",197
2215,Muri AG,"Billette, Abonnemente, Freizeitangebote",bahnhof.muri@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,14,5630,Muri,,"47.2766601869, 8.3397982935",198
2215,Muri AG,Western Union,bahnhof.muri@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,14,5630,Muri,,"47.2766601869, 8.3397982935",199
2218,Sins,Drittverkauf,564300@post.ch,,,,,,,,"47.188308281, 8.39780794584",200
2273,Bremgarten,"Billette, Abonnemente, Freizeitangebote",bremgarten@bdwm.ch,,,,,,,,"47.3518702667, 8.34747515845",201
2273,Bremgarten,Western Union KTU,bremgarten@bdwm.ch,,,,,,,,"47.3518702667, 8.34747515845",202
3000,Zürich HB,Check-in am Bahnhof,gepaeck.zuerich@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 1901,,,8021,Zürich 1,,"47.3781765756, 8.54019221036",203
3001,Zürich Altstetten,"Billette, Abonnemente, Freizeitangebote",personenverkehr.zuerich-altstetten@sbb.ch,Schweizerische Bundesbahnen SBB,,Altstetterplatz,12,8048,Zürich,,"47.3914808361, 8.4889402654",204
3001,Zürich Altstetten,Geldwechsel,personenverkehr.zuerich-altstetten@sbb.ch,Schweizerische Bundesbahnen SBB,,Altstetterplatz,12,8048,Zürich,,"47.3914808361, 8.4889402654",205
3001,Zürich Altstetten,Gepäck,personenverkehr.zuerich-altstetten@sbb.ch,Schweizerische Bundesbahnen SBB,,Altstetterplatz,12,8048,Zürich,,"47.3914808361, 8.4889402654",206
3004,Zürich Tiefenbrunnen,Gepäck,bahnhof.tiefenbrunnen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bellerivestrasse,251,8008,Zürich,,"47.3501235091, 8.56137239898",207
3006,Zürich Oerlikon,Eventtickets,,Schweizerische Bundesbahnen SBB,,Hofwiesenstrasse,369,8050,Zürich,,"47.4115288802, 8.54411523121",208
3006,Zürich Oerlikon,Geldwechsel,personenverkehr.oerlikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Hofwiesenstrasse,369,8050,Zürich,,"47.4115288802, 8.54411523121",209
3015,Zürich Wipkingen,Drittverkauf,info@bahnhofreisebuero.ch,Schweizerische Bundesbahnen SBB,,Dammstrasse,54,8037,Zürich,Schweiz,"47.3930313233, 8.52935905447",210
3016,Zürich Flughafen,DHL,fundbuerosbb.flughafen@sbb.ch,BRZ Zürich Flughafen,Postfach 2474,,,8060,Zürich-Flughafen,,"47.4503820775, 8.56238666028",211
3016,Zürich Flughafen,Gepäckausgabe,fundbuerosbb.flughafen@sbb.ch,BRZ Zürich Flughafen,Postfach 2474,,,8060,Zürich-Flughafen,,"47.4503820775, 8.56238666028",212
3062,Egg,Gepäck,egg@forchbahn.ch,Forchbahn,,Forchstrasse,140,8132,Egg,CH,"47.301506634, 8.68961370345",213
3065,Forch,Reisebüro KTU,forch@forchbahn.ch,Forchbahn,,Kaltensteinstrasse,32,8127,Forch,CH,"47.3253390563, 8.64796901247",214
3097,Langnau-Gattikon,"Billette, Abonnemente, Freizeitangebote",brz.langnau@szu.ch,,,,,,,,"47.2868741088, 8.54401952332",215
3102,Erlenbach ZH,Gepäck,reisebuero.erlenbachzh@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,,8703,Erlenbach,,"47.3057853122, 8.59150489466",216
3104,Meilen,"Billette, Abonnemente, Freizeitangebote",reisebuero.meilen@sbb.ch,Schweizerische Bundesbahnen SBB,,Dorfstrasse,103,8706,Meilen,,"47.2698122, 8.64429304135",217
3104,Meilen,Gepäckaufbewahrung,reisebuero.meilen@sbb.ch,Schweizerische Bundesbahnen SBB,,Dorfstrasse,103,8706,Meilen,,"47.2698122, 8.64429304135",218
3106,Männedorf,Gepäck,reisebuero.maennedorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,17,8708,Männedorf,,"47.2534223208, 8.69233239506",219
3110,Rapperswil,Gruppenreisen,billettschalter.rapperswil@sbb.ch,Schweizerische Bundesbahnen SBB,1130,Bahnhofplatz 2,,8640,Rapperswil,,"47.2248877672, 8.81673057998",220
3125,Uster,"Billette, Abonnemente, Freizeitangebote",bahnhof.uster@sbb.ch,Schweizerische Bundesbahnen SBB,,Bankstrasse,2,8610,Uster,,"47.3503664551, 8.71868854805",221
3125,Uster,Gepäck,bahnhof.uster@sbb.ch,Schweizerische Bundesbahnen SBB,,Bankstrasse,2,8610,Uster,,"47.3503664551, 8.71868854805",222
3126,Nänikon-Greifensee,Gepäck,reisebuero.naenikon-g@sbb.ch,Schweizerische Bundesbahnen SBB,,Stationsstrasse,,8606,Nänikon,,"47.3693584945, 8.68639971514",223
3127,Schwerzenbach ZH,Eventtickets,reisebuero.schwerzenbach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnstrasse,7,8603,Schwerzenbach,,"47.3843802387, 8.6586595992",224
3128,Dübendorf,Eventtickets,,Schweizerische Bundesbahnen SBB,,Bettlistrasse,1,8600,Dübendorf,,"47.4000750283, 8.62340719058",225
3129,Wallisellen,Eventtickets,reisebuero.wallisellen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1a,8304,Wallisellen,,"47.4127169827, 8.59191127027",226
3129,Wallisellen,Geldwechsel,reisebuero.wallisellen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1a,8304,Wallisellen,,"47.4127169827, 8.59191127027",227
3129,Wallisellen,Gepäck,reisebuero.wallisellen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1a,8304,Wallisellen,,"47.4127169827, 8.59191127027",228
3129,Wallisellen,Gepäckaufbewahrung,reisebuero.wallisellen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1a,8304,Wallisellen,,"47.4127169827, 8.59191127027",229
3130,Hinwil,Geldwechsel,bahnhof.hinwil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,8340,Hinwil,,"47.3000509, 8.83969785564",230
3202,Thalwil,DHL / PickPost,bahnhof.thalwil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,21,8800,Thalwil,,"47.2959747213, 8.56475556229",231
3202,Thalwil,Eventtickets,bahnhof.thalwil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,21,8800,Thalwil,,"47.2959747213, 8.56475556229",232
3202,Thalwil,Geldwechsel,bahnhof.thalwil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,21,8800,Thalwil,,"47.2959747213, 8.56475556229",233
3202,Thalwil,Gepäck,bahnhof.thalwil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,21,8800,Thalwil,,"47.2959747213, 8.56475556229",234
3204,Horgen,Geldwechsel,bahnhof.horgen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,5,8810,Horgen,,"47.2614824887, 8.59690458831",235
3206,Wädenswil,Gepäck,bahnhof.waedenswil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,4,8820,Wädenswil,,"47.2293011038, 8.67519275897",236
3206,Wädenswil,Western Union,bahnhof.waedenswil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,4,8820,Wädenswil,,"47.2293011038, 8.67519275897",237
3207,Richterswil,Eventtickets,bahnhof.richterswil@sbb.ch,Schweizerische Bundesbahnen SBB,,Seestrasse,20,8805,Richterswil,,"47.2083677131, 8.70746042267",238
3220,Lachen,Gepäck,reisebuero.lachen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,8853,Lachen,CH,"47.190068574, 8.85269238166",239
3221,Siebnen-Wangen,Eventtickets,reisebuero.siebnen-wangen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,8854,Siebnen,CH,"47.1826674891, 8.90069892838",240
3221,Siebnen-Wangen,Gepäck,reisebuero.siebnen-wangen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,8854,Siebnen,CH,"47.1826674891, 8.90069892838",241
3230,Glarus,Fundservice,bahnhof.glarus@sbb.ch,Schweizerische Bundesbahnen SBB,,Schweizerhofstrasse,,8750,Glarus,Schweiz,"47.0399200317, 9.0715516467",242
3233,Schwanden,Eventtickets,bahnhof.schwanden@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,8762,Schwanden,Schweiz,"46.9968482066, 9.07744743355",243
3261,Braunwald,Gepäck,,,,,,,,,"46.9387034538, 8.99859284612",244
3286,Samstagern,Gepäckaufbewahrung,samstagern@sob.ch,Schweizerische Südostbahn AG,,Stationsstrasse,54,8833,Samstagern,,"47.1915464207, 8.68597267489",245
3301,Pfäffikon ZH,Geldwechsel,reisebuero.pfaeffikon-zh@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,11,,8330 Pfäffikon ZH,,"47.3670842127, 8.78477640275",246
3302,Fehraltorf,"Billette, Abonnemente, Freizeitangebote",bahnhof.fehraltorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,37,8320,Fehraltorf,,"47.3851215525, 8.75026509676",247
3302,Fehraltorf,Eventtickets,bahnhof.fehraltorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,37,8320,Fehraltorf,,"47.3851215525, 8.75026509676",248
3302,Fehraltorf,Geldwechsel,bahnhof.fehraltorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,37,8320,Fehraltorf,,"47.3851215525, 8.75026509676",249
3305,Effretikon,Eventtickets,reisebuero.effretikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,20,8307,Effretikon,,"47.4258103324, 8.68666226267",250
3305,Effretikon,Gepäck,reisebuero.effretikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,20,8307,Effretikon,,"47.4258103324, 8.68666226267",251
3306,Dietlikon,"Billette, Abonnemente, Freizeitangebote",bahnhof.dietlikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,30,8305,Dietlikon,,"47.4201947418, 8.61925589067",252
3308,Kloten,Gepäck,reisebuero.kloten@sbb.ch,Schweizerische Bundesbahnen SBB,,Lindenstrasse,10,8302,Kloten,,"47.4486070251, 8.58379121249",253
3310,Glattbrugg,Gepäck,reisebuero.glattbrugg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,8152,Glattbrugg,,"47.4308254769, 8.55883224276",254
3311,Rümlang,Geldwechsel,reisebuero.ruemlang@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,10,8153,Rümlang,,"47.4540663116, 8.53274503651",255
3311,Rümlang,Western Union,reisebuero.ruemlang@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,10,8153,Rümlang,,"47.4540663116, 8.53274503651",256
3315,Dielsdorf,"Billette, Abonnemente, Freizeitangebote",reisebuero.dielsdorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,48,8157,Dielsdorf,,"47.4824133475, 8.45942183431",257
3315,Dielsdorf,Gepäck,reisebuero.dielsdorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,48,8157,Dielsdorf,,"47.4824133475, 8.45942183431",258
3400,Bülach,Fundservice,reisebuero.buelach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,55,8180,Bülach,Schweiz,"47.5239413008, 8.53618858988",259
3424,Schaffhausen,Geldwechsel,gepaeck.schaffhausen@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 126,,,8201,Schaffhausen,Schweiz,"47.6982814692, 8.6327284859",260
3428,Diessenhofen,Drittverkauf,825300@post.ch,Die Schweizerische Post,,Bahnhofstrasse,27,8253,Diessenhofen,Schweiz,"47.6854695764, 8.75227980348",261
3501,Döttingen,Eventtickets,bahnhof.doettingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,5312,Döttingen,Schweiz,"47.5752638935, 8.25634387912",262
3501,Döttingen,Geldwechsel,bahnhof.doettingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,5312,Döttingen,Schweiz,"47.5752638935, 8.25634387912",263
3501,Döttingen,Gepäckaufbewahrung,bahnhof.doettingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,5312,Döttingen,Schweiz,"47.5752638935, 8.25634387912",264
3503,Turgi,Western Union,bahnhof.turgi@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,40,5300,Turgi,,"47.4917545162, 8.25344123675",265
3504,Baden,Beratung & Verkauf,bahnreisezentrum.baden@sbb.ch,Schweizerische Bundesbahnen SBB,,Metro-Shop,,5401,Baden,CH,"47.476420225, 8.3076927631",266
3504,Baden,Gepäck,bahnhof.baden@sbb.ch,Schweizerische Bundesbahnen SBB,,Metro-Shop,,5401,Baden,CH,"47.476420225, 8.3076927631",267
3508,Dietikon,DHL / PickPost,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,6,8953,Dietikon,,"47.405777802, 8.40496908474",268
3508,Dietikon,Eventtickets,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,6,8953,Dietikon,,"47.405777802, 8.40496908474",269
3508,Dietikon,Gepäckaufbewahrung,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,6,8953,Dietikon,,"47.405777802, 8.40496908474",270
3509,Schlieren,Eventtickets,reisebuero.schlieren@sbb.ch,Schweizerische Bundesbahnen SBB,,Güterstrasse,2,8952,Schlieren,,"47.3991743125, 8.44722881452",271
3526,Regensdorf-Watt,Geldwechsel,bahnhof.regensdorf-watt@sbb.ch,Schweizerische Bundesbahnen SBB,,Hardrainstrasse,24,8105,Regensdorf,,"47.4365626396, 8.47206501622",272
3526,Regensdorf-Watt,Gepäck,bahnhof.regensdorf-watt@sbb.ch,Schweizerische Bundesbahnen SBB,,Hardrainstrasse,24,8105,Regensdorf,,"47.4365626396, 8.47206501622",273
4014,Palézieux,"Billette, Abonnemente, Freizeitangebote",palezieux.voyageurs@sbb.ch,Chemins de fer fédéraux suisse CFF,,Rue de la Gare,5,1607,Palézieux,Suisse,"46.5427523751, 6.83787768542",274
4014,Palézieux,Western Union,palezieux.voyageurs@sbb.ch,Chemins de fer fédéraux suisse CFF,,Rue de la Gare,5,1607,Palézieux,Suisse,"46.5427523751, 6.83787768542",275
4023,Romont,Western Union,agencedevoyages.romont@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare 1,,1680,Romont,Suisse,"46.6935017507, 6.91181476775",276
4070,Montbovon,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.485890724, 7.04264055621",277
4100,Fribourg/Freiburg,Western Union,v.fribourg@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1700,Fribourg,,"46.8032670642, 7.15102324519",278
4139,Belfaux CFF,Drittverkauf,,,,,,,,,"46.8169170976, 7.10622789234",279
4200,Yverdon-les-Bains,"Billette, Abonnemente, Freizeitangebote",voyageurs.yverdon@sbb.ch,Chemins de fer fédéraux suisse CFF,,avenue de la Gare,8,1400,Yverdon-les-Bains,Suisse,"46.781876671, 6.64114576153",280
4221,Neuchâtel,Eventtickets,ne385@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,2000,Neuchâtel,Suisse,"46.9967222076, 6.93570514491",281
4221,Neuchâtel,Geldwechsel,voyageurs.neuchatel@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,2000,Neuchâtel,Suisse,"46.9967222076, 6.93570514491",282
4252,"Cernier, centre","Billette, Abonnemente, Freizeitangebote",gare.cernier@transn.ch,,,,,,,,"47.0593474596, 6.90211665714",283
4252,"Cernier, centre",Reisebüro KTU,gare.cernier@transn.ch,,,,,,,,"47.0593474596, 6.90211665714",284
4287,Fleurier,"Billette, Abonnemente, Freizeitangebote",gare.fleurier@transn.ch,Transports Publics Neuchâtelois SA,,Place de la Gare,,2114,Fleurier,,"46.904858645, 6.58157904283",285
4287,Fleurier,Check-in am Bahnhof,gare.fleurier@transn.ch,Transports Publics Neuchâtelois SA,,Place de la Gare,,2114,Fleurier,,"46.904858645, 6.58157904283",286
4287,Fleurier,Fundservice,gare.fleurier@transn.ch,Transports Publics Neuchâtelois SA,,Place de la Gare,,2114,Fleurier,,"46.904858645, 6.58157904283",287
4287,Fleurier,Kundendienst,gare.fleurier@transn.ch,Transports Publics Neuchâtelois SA,,Place de la Gare,,2114,Fleurier,,"46.904858645, 6.58157904283",288
4287,Fleurier,Reisebüro KTU,gare.fleurier@transn.ch,Transports Publics Neuchâtelois SA,,Place de la Gare,,2114,Fleurier,,"46.904858645, 6.58157904283",289
4298,Ste-Croix,"Billette, Abonnemente, Freizeitangebote",ste.croix@travys.ch,Gare de Ste-Croix Travys,,Av. de la Gare,24,1450,Ste-Croix,Schweiz,"46.819667331, 6.50031077908",290
4300,Biel/Bienne,"Billette, Abonnemente, Freizeitangebote",personenverkehr.biel@sbb.ch,Schweizerische Bundesbahnen SBB,1168,Bahnhofplatz,4,2501,Biel/Bienne,Schweiz,"47.1328920532, 7.24290845288",291
4300,Biel/Bienne,Velovermietung,personenverkehr.biel@sbb.ch,Schweizerische Bundesbahnen SBB,1168,Bahnhofplatz,4,2501,Biel/Bienne,Schweiz,"47.1328920532, 7.24290845288",292
4314,La Chaux-de-Fonds,Geldwechsel,voyageurs.la-chaux-de-fonds@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,6,2300,La Chaux-de-Fonds,Suisse,"47.0986436492, 6.82601877705",293
4320,Pontarlier,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.9170628592, 6.34505216784",294
4388,Les Ponts-de-Martel,Fundservice,gare.ponts@transn.ch,,,,,,,,"46.9996362786, 6.73587463416",295
4411,Münchenbuchsee,Geldwechsel,reisebuero.muenchenbuchsee@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse 3,,3053,Münchenbuchsee,Schweiz,"47.0213694411, 7.45194288392",296
4411,Münchenbuchsee,Western Union,reisebuero.muenchenbuchsee@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse 3,,3053,Münchenbuchsee,Schweiz,"47.0213694411, 7.45194288392",297
