didok;stationsbezeichnung;schliessfach_wert;schliessfach_zeit;naechste_dienststelle;entfernung;rollstuhl_billet;rollstuhl_wc;rollstuhl_verlad;mobilift;stufenloser_perronzugang;bats;autelca;automat_ktu;geopos
8465;Ennetbürgen SGV;;;Stans;5.0;;;;;;;;;46.9877790765, 8.42111001456
8472;Sisikon SGV;;;Flüelen;7.0;;;;;;;;;46.9481304361, 8.61885367588
8473;Tellsplatte;;;Brunnen;8.0;;;;;;;;;46.9340439882, 8.61256863513
8475;Isleten-Isenthal;;;Altdorf;8.0;;;;;;;;;46.9199201151, 8.59575587088
8476;Flüelen SGV;;;Flüelen;0.1;;;;;;;;;46.903366807, 8.62392232257
8481;Hergiswil SGV;;;Stansstad;3.0;;;;;;;;;46.9844743807, 8.3125883708
8481;Hergiswil SGV;;;Hergiswil;0.3;;;;;;;;;46.9844743807, 8.3125883708
8482;Rotzloch;;;Stansstad;2.0;;;;;;;;;46.9655551171, 8.32912674957
8482;Rotzloch;;;Hergiswil;5.0;;;;;;;;;46.9655551171, 8.32912674957
8492;Luzern Bahnhofquai;;;;;;;;;;;;;47.0511683513, 8.31016082092
8500;Beckenried BBE;;;;;;;;;;;;;46.9663423676, 8.47321604218
8761;Grimsel Hospiz, Abzw.;;;;;;;;;;;;;46.573648073, 8.34021140273
4064;Verrerie, La;;;Semsales;2.0;;;;;;;;0;46.5875199457, 6.92487987896
4070;Montbovon;;;;;;;;;;;;0;46.485890724, 7.04264055621
4073;Neirivue;;;Bulle;12.0;;;;;;;;0;46.5282891303, 7.06156719574
4075;Enney;;;Bulle;8.0;;;;;;;;0;46.565400647, 7.0852408812
4081;Vuisternens-devant-Romont;;;Sâles;4.0;;;;;;;;0;46.6527255902, 6.92988872228
4084;Vaulruz-Nord;;;Romont;13.0;;;;;;;;0;46.6239643175, 6.99140962001
4086;Bulle;;;Vuadens-Sud;5.0;1;1;0;1;0;Tous les bus partent de la Gare routière (Accès par le passage sous-voie);0;0;46.618188023, 7.0550371285
4088;Broc-Village;;;Bulle;5.0;;;;;;;;0;46.6040512688, 7.09874411815
4102;Schmitten;;;Flamatt;7.0;0;0;0;0;1;Busse GFM auf Bahnhofplatz;0;0;46.8629310913, 7.25391537412
4102;Schmitten;;;Düdingen;9.0;0;0;0;0;1;Busse GFM auf Bahnhofplatz;0;0;46.8629310913, 7.25391537412
4127;Faoug;;;Murten;4.0;0;0;0;0;0;;0;1;46.9082315978, 7.07459265792
4127;Faoug;;;Avenches;4.0;0;0;0;0;0;;0;1;46.9082315978, 7.07459265792
4131;Cheyres;;;Yvonand;4.0;0;0;0;0;0;;0;1;46.8169390093, 6.78639389651
4132;Estavayer-le-Lac;;;Yverdon-les-Bains;18.0;0;0;1;0;1;Arrêts de bus TPFsur la place de la Gare;0;1;46.8444961926, 6.84295890069
4133;Cugy FR;;;Estavayer-le-Lac;5.0;0;0;0;0;1;;0;1;46.8160232571, 6.88916300569
4135;Corcelles-Sud;;;Fribourg/Freiburg;20.0;0;0;0;0;0;;0;1;46.8288436102, 6.9571860007
4135;Corcelles-Sud;;;Payerne;2.0;0;0;0;0;0;;0;1;46.8288436102, 6.9571860007
4136;Cousset;;;Fribourg/Freiburg;18.0;0;0;0;0;0;;0;1;46.8186006837, 6.97748421108
4138;Grolley;;;Payerne;13.0;0;1;0;0;0;;0;1;46.8319680926, 7.06605291011
4139;Belfaux CFF;;;Yvonand;4.0;0;0;0;0;1;;0;1;46.8169170976, 7.10622789234
4141;Henniez;;;Lucens;4.0;0;0;0;0;0;;0;1;46.7349960085, 6.87010300707
4142;Trey;;;Payerne;4.0;0;0;0;0;0;Quai uniquement côté BV.;0;1;46.7799523516, 6.91624479995
4144;Yverdon-Champ Pittet;;;;;0;0;0;0;0;;0;0;46.7821397658, 6.66231740717
4183;Pensier;;;Belfaux-Village;4.0;;;;;;;;0;46.8428477773, 7.13745206951
4186;Münchenwiler-Courgevaux;;;Murten;3.0;;;;;;;;0;46.9117713673, 7.11491988824
4205;Gorgier-St-Aubin;;;;;0;0;0;0;1;Accès au quai sans escalier (rampe ou ascenseur) que pour le quai 1;0;1;46.8990652006, 6.78102543256
4212;Bayards, Les;;;Fleurier;10.0;;;;;;;;;46.9087372623, 6.52374690783
4213;Boveresse;;;Locle, Le;39.0;;;;;;;;;46.9190129422, 6.59541418235
4217;Champ-du-Moulin;;;Noiraigue;10.0;0;0;0;0;1;;0;0;46.95990299, 6.77498412319
4217;Champ-du-Moulin;;;Auvernier;18.0;0;0;0;0;1;;0;0;46.95990299, 6.77498412319
4223;Cornaux;;;Neuchâtel;8.0;0;0;0;0;0;;0;1;47.0385599223, 7.0233637328
4223;Cornaux;;;Landeron, Le;4.0;0;0;0;0;0;;0;1;47.0385599223, 7.0233637328
4224;Cressier NE;;;Neuchâtel;10.0;0;0;0;0;0;;0;1;47.0519392278, 7.0395268329
4226;Neuveville, La;;;Neuchâtel;14.0;0;0;0;0;1;Bus PTT part de la place de la gare;0;1;47.0628240754, 7.09522000485
4230;Neuchâtel-Vauseyon;;;Neuchâtel-Serrières;1.0;;;;;;;;;46.9908966121, 6.91638243649
4232;Corcelles-Peseux;;;Auvernier;1.0;0;0;0;0;1;;0;1;46.9833400639, 6.88380561207
4232;Corcelles-Peseux;;;Neuchâtel;3.0;0;0;0;0;1;;0;1;46.9833400639, 6.88380561207
4285;Couvet;;;Travers;5.0;0;0;0;0;0;;0;0;46.9233508976, 6.63566843084
4294;Vuiteboeuf;;;Ste-Croix;13.0;0;0;0;0;1;;;0;46.803828547, 6.5536071862
10;Basel SBB;6.0;;;;1;1;1;1;1;10 Min. Übergangszeit für Züge von und nach Frankreich;0;19;47.5474041527, 7.58955146721
20;Muttenz;;;;;0;0;1;1;1;;0;2;47.5335803903, 7.64787914262
22;Frenkendorf-Füllinsdorf;;;Liestal;2.0;0;0;0;1;1;;0;2;47.501457047, 7.71909156777
28;Tecknau;;;Gelterkinden;4.0;0;0;0;0;1;;0;1;47.4457572594, 7.88760523024
30;Basel Euroairport;;;Basel SBB;7.0;0;0;1;1;0;;0;2;
31;Diepflingen;;;Läufelfingen;7.0;0;0;0;0;1;;0;1;47.4495555927, 7.8377022189
31;Diepflingen;;;Sissach;3.0;0;0;0;0;1;;0;1;47.4495555927, 7.8377022189
34;Buckten;;;Läufelfingen;2.0;0;0;0;0;1;;0;1;47.4089834328, 7.84778618088
37;Trimbach;;;Läufelfingen;5.0;0;0;0;0;0;;0;0;47.3660466339, 7.90427743742
66;Witterswil;;;Basel SBB;13.0;;;;;;;;0;47.4874018833, 7.52220274501
68;Flüh;;;Basel SBB;16.0;;;;;;;;0;47.4890529439, 7.49915688969
81;Altmarkt;;;Liestal;1.0;0;0;0;0;0;;0;0;47.4764159892, 7.74470925294
86;Oberdorf BL;;;Liestal;12.0;0;0;0;0;0;;0;0;47.3921205659, 7.74890163632
101;Reconvilier;;;Tavannes;3.0;0;0;0;0;1;car postal sur la place de la gare;0;1;47.2352248694, 7.22741061293
102;Malleray-Bévilard;;;Tavannes;7.0;0;0;0;0;1;aucune;0;1;47.2387040498, 7.27593219578
102;Malleray-Bévilard;;;Reconvilier;4.0;0;0;0;0;1;aucune;0;1;47.2387040498, 7.27593219578
113;Laufen;5.0;;;;1;1;1;1;1;;0;3;47.4193383263, 7.50263030739
122;Bassecourt;;;Delémont;9.0;0;0;0;0;1;Le car postal départ devant la gare;0;1;47.3366812155, 7.24684027661
135;Pontenet;;;Malleray-Bévilard;2.0;0;0;0;0;0;;0;1;47.2388419265, 7.25415352503
135;Pontenet;;;Reconvilier;3.0;0;0;0;0;0;;0;1;47.2388419265, 7.25415352503
141;Courchavon;;;Porrentruy;3.0;;;;;;;;;47.4397614989, 7.05763565777
162;Tramelan-Dessous;;;Tramelan;1.0;0;0;0;0;1;;0;0;47.2224355703, 7.11267512786
163;Tramelan-Collège;;;Tramelan;1.0;;;;;;;;;
175;Creux-des-Biches, Le;;;Le Noirmont;4.0;0;0;0;0;1;;;0;47.2034598225, 6.94064516433
177;Bois, Les;;;La Chaux-de-Fonds;14.0;0;0;0;1;1;;0;1;47.1768960475, 6.90617203651
177;Bois, Les;;;Le Noirmont;8.0;0;0;0;1;1;;0;1;47.1768960475, 6.90617203651
182;Seignat, Le;;;La Chaux-de-Fonds;8.0;;;;;;;;;47.1336868912, 6.88585551657
188;Bonfol;;;Porrentruy;11.0;0;0;0;0;1;;0;0;47.4739779525, 7.15539491931
190;Emibois, Les;;;Saignelégier;3.0;0;0;0;0;1;;0;0;47.2323473003, 6.98531374061
194;Pré-Petitjean;;;Saignelégier;6.0;0;0;0;0;1;;0;0;47.2771195472, 7.05881318703
196;Bollement;;;Saignelégier;12.0;0;0;0;0;1;;0;0;47.2971674077, 7.12394451838
200;Pieterlen;;;Biel/Bienne;9.0;0;0;0;0;1;;0;1;47.1714342219, 7.34019009864
201;Lengnau;;;Biel/Bienne;12.0;0;0;0;0;0;;0;1;47.1794233382, 7.36654652735
210;Wangen an der Aare;;;Oensingen;6.0;0;0;0;0;0;;0;1;47.2319515056, 7.6562236042
217;Olten Hammer;;;Olten;1.0;0;0;0;0;0;;0;0;47.3485517008, 7.8977062126
218;Olten;6.0;;;;1;1;1;1;1;;0;9;47.3519295325, 7.907688105
220;Dotzigen;;;Lyss;8.0;0;0;0;1;1;;0;0;47.1186594616, 7.33774490357
221;Büren an der Aare;;;Lyss;11.0;0;0;0;0;1;Busse Solothurn u.Lyss/Bern ab Bahnhofplatz. Bus Grenchen ab Zentrum/Hauptstrasse.;0;0;47.1381491319, 7.37122978062
252;Weissenstein;;;;;;;;;;;;;47.2518420182, 7.50832421839
262;Lommiswil;;;Solothurn;8.0;0;0;0;0;0;;0;0;47.2185785765, 7.46949422367
265;Gänsbrunnen;;;Solothurn;15.0;0;0;0;0;0;;0;0;47.2654594613, 7.4651864669
266;Corcelles BE;;;Crémines;2.0;0;0;0;0;0;;0;0;47.2856185158, 7.45035177494
268;Grandval;;;Moutier;6.0;0;0;0;0;1;;0;0;47.2837108891, 7.42230275684
268;Grandval;;;Crémines;2.0;0;0;0;0;1;;0;0;47.2837108891, 7.42230275684
273;St. Katharinen;;;Solothurn ASM;1.5;0;0;0;0;0;;0;0;47.2161101361, 7.54978312439
274;Feldbrunnen;;;Wiedlisbach;8.0;0;0;0;0;1;;0;0;47.220664458, 7.55585243531
283;Riedholz;;;Solothurn;5.0;0;0;0;0;1;;0;0;47.2310350558, 7.57267176839
284;Hinteres Riedholz;;;Niederbipp;9.0;0;0;0;0;1;;0;0;47.2353199052, 7.58473958008
284;Hinteres Riedholz;;;Wiedlisbach;6.0;0;0;0;0;1;;0;0;47.2353199052, 7.58473958008
286;Attiswil;;;Niederbipp;7.0;0;0;0;0;1;;0;0;47.2464058372, 7.61386872659
291;Maiacker;;;Balsthal;3.0;;;;;;;;;
293;Thalbrücke;;;Oensingen;4.0;0;1;0;0;1;;0;0;47.3085475984, 7.68822003742
302;Möhlin;;;Stein-Säckingen;10.0;0;0;0;0;1;;0;1;47.5618497594, 7.83385418673
304;Eiken;;;Stein-Säckingen;4.0;0;0;0;0;1;;0;1;47.5330359504, 7.98977700634
310;Villnachern;;;Schinznach Bad;5.0;;;;;;;;;47.474364319, 8.15763284493
320;Stein-Säckingen;3.0;;Laufenburg;9.0;0;0;0;0;0;;0;1;47.5415967349, 7.94882272396
325;Schwaderloch;;;;;;;;;;;;;47.5862797516, 8.14429855008
753;Bretzwil, Post;;;;;;;;;;;;;47.3987320876, 7.65325948728
756;Cerlatez, Les;;;;;;;;;;;;;47.2436242032, 7.02768245383
758;Genevez JU, Les, poste;;;;;;;;;;;;;47.256572859, 7.1298390521
762;Holderbank SO, Post;;;;;;;;;;;;;47.3327259759, 7.75400782567
6000;Winterthur;6.0;;;;1;1;1;1;1;Geleise am gleichen Perron 2+3, 4+5, 6+7, 8+9;0;11;47.5003335301, 8.72379907332
6006;Rämismühle-Zell;;;Kollbrunn;6.0;0;0;0;0;1;;0;0;47.4415398241, 8.81911811289
6007;Turbenthal;;;Bauma;10.0;0;0;0;0;1;;0;1;47.437383413, 8.84380329191
6010;Sirnach;;;Eschlikon;4.0;0;0;1;1;1;Busbetrieb Ostschweiz ab Bahnhof in Richtungen Wil SG, Fischingen + Bichelsee;0;1;47.4619919682, 9.00045935104
6011;Eschlikon;;;;;0;0;0;0;1;;0;1;47.4614892248, 8.95851470682
6013;Aadorf;;;Winterthur;15.0;0;0;0;0;1;;0;1;47.4881178542, 8.90328450849
6015;Räterschen;;;Elgg;5.0;0;0;0;0;1;;0;0;47.4986756956, 8.79499713285
6015;Räterschen;;;Oberwinterthur;6.0;0;0;0;0;1;;0;0;47.4986756956, 8.79499713285
6018;Rickenbach-Attikon;;;Oberwinterthur;3.8;0;0;0;1;1;;0;1;47.5353542711, 8.7891594117
6019;Islikon;;;Frauenfeld;4.0;0;0;0;0;1;;0;1;47.5478354373, 8.84618065529
6020;Seuzach;;;Winterthur;8.0;0;0;1;0;1;;0;1;47.5357677342, 8.73886853866
6022;Thalheim-Altikon;;;Winterthur;12.0;0;0;0;0;1;;0;0;47.5696197047, 8.75762721172
6023;Ossingen;;;;;0;0;0;1;1;;0;0;47.6146106042, 8.72409330368
6024;Stammheim;;;Stein am Rhein;8.0;0;0;0;0;1;;0;1;47.6348793716, 8.78872663664
6025;Etzwilen;;;Stein am Rhein;2.0;0;0;0;0;1;;0;0;47.6611436806, 8.81859374588
6027;Ramsen;;;Etzwilen;11.0;;;;;;;;;47.707435847, 8.8211461179
6035;Schottikon;;;Elgg;4.0;0;0;0;0;1;;0;0;47.500115854, 8.8117058285
6036;Reutlingen;;;Oberwinterthur;3.0;0;0;0;0;1;;0;0;47.5296543857, 8.75213281727
6038;Winterthur Wallrüti;;;Seuzach;3.0;0;0;0;0;1;;0;1;47.516719, 8.76086862997
6043;Winterthur Wülflingen;;;Bülach;15.0;0;0;0;0;1;;0;0;47.5064325739, 8.68090851224
6044;Winterthur Töss;;;Winterthur;1.0;0;0;0;0;1;;0;1;47.4898075094, 8.70929159585
6046;Henggart;;;Andelfingen;3.0;0;0;0;0;1;;0;1;47.5642523105, 8.68505196166
6048;Marthalen;;;Neuhausen;10.0;0;0;0;0;1;"Postauto ab Bahnhofplatz. 
Perron 2 mit Rollstuhl nur sehr schwer erreichbar (steile Rampe). Perron 1 (Hauptperron) kein Problem.";0;1;47.6310755053, 8.65609788009
6100;Frauenfeld;6.0;;;;1;1;1;1;1;;0;5;47.5581599749, 8.89653893491
6102;Hüttlingen-Mettendorf;;;Weinfelden;11.0;0;0;0;0;1;;0;1;47.5823394904, 8.97453911285
6105;Weinfelden;5.0;;;;1;1;1;1;1;Publicar und Taxi vor Personenunterführung, Postauto ab Busbahnhof;0;3;47.5662241626, 9.10634628137
6108;Oberaach;;;Amriswil;3.0;0;0;0;0;1;;0;1;47.5532223119, 9.2709268739
6118;Triboltingen;;;Ermatingen;2.0;0;0;0;0;1;;0;0;47.6629006458, 9.10874984287
6123;Kesswil;;;Uttwil;2.0;0;0;0;0;1;;0;1;47.5954978156, 9.31740544782
6129;Konstanz;;;Kreuzlingen;3.0;1;1;1;1;0;;0;2;47.6580935736, 9.17700848507
6133;Ermatingen;;;Stein am Rhein;19.0;0;0;0;0;1;Postauto nach Müllheim-Wigoltingen ab Bahnhofplatz;0;1;47.6699950278, 9.08565476022
6134;Mannenbach-Salenstein;;;Kreuzlingen;10.0;0;0;0;0;1;;0;0;47.6736499577, 9.05277922071
6138;Eschenz;;;Stein am Rhein;2.0;0;0;0;0;1;;0;1;47.6454101495, 8.87653687685
6139;Stein am Rhein;3.0;;;;0;0;1;0;1;Gleis 3 Unterführung, steile Rampe;0;2;47.656108874, 8.85500693112
6148;St. Katharinental;;;Schaffhausen;10.0;0;0;0;0;1;;0;0;47.6875587749, 8.73201759728
6153;Stein URh;;;;;;;;;;;;;47.6599115852, 8.85665299016
6169;Wiesengrund;;;Matzingen;3.0;0;0;1;0;1;;0;0;47.5021767065, 8.94887235132
6172;Murkart;;;Frauenfeld;3.0;0;0;1;0;1;;0;0;47.5377936938, 8.91578579731
6175;Jakobstal;;;Matzingen;2.0;0;0;1;0;1;;0;0;47.508902505, 8.94425737671
6175;Jakobstal;;;Frauenfeld;8.0;0;0;1;0;1;;0;0;47.508902505, 8.94425737671
6176;Wängi;;;Wil;8.0;0;0;1;0;1;P+R 200 Meter  gratis;0;0;47.4963974961, 8.95331403576
6181;Bronschhofen;;;Weinfelden;18.0;0;0;0;0;1;;0;0;47.4754416433, 9.03466211603
6182;Bettwiesen;;;Weinfelden;15.0;0;0;0;0;1;;0;0;47.498616599, 9.02076959637
6185;Oppikon;;;Weinfelden;6.0;0;0;0;0;0;;0;0;47.5520637371, 9.06209186806
6188;Bronschhofen AMP;;;Wil;3.0;0;0;0;0;1;;0;0;47.481268659, 9.03090912842
6188;Bronschhofen AMP;;;Weinfelden;18.0;0;0;0;0;1;;0;0;47.481268659, 9.03090912842
6190;Bussnang;;;Weinfelden;3.0;0;0;0;0;1;;0;0;47.5560796135, 9.08414102198
6197;Kreuzlingen Bernrain;;;Kreuzlingen;2.0;0;0;0;0;1;;0;0;47.6421167081, 9.16318719461
6204;Lütisburg;;;Bütschwil;3.0;0;0;0;0;1;;0;1;47.3838273619, 9.07067425759
6208;Uzwil;3.0;;;;1;1;1;1;1;;0;3;47.4364421946, 9.13097170762
6216;Kradolf;;;Weinfelden;10.0;0;0;0;0;1;;0;1;47.5247196873, 9.20155757744
6216;Kradolf;;;Bischofszell Stadt;6.0;0;0;0;0;1;;0;1;47.5247196873, 9.20155757744
6271;Gontenbad;;;Appenzell;3.0;;;;;;;;0;47.3317490978, 9.37273256487
6278;Seebleiche;;;Heiden;9.0;;;;;;;;;47.4775184823, 9.51635340044
6280;Wilen;;;Herisau;2.0;0;0;0;0;0;;0;0;47.3755065193, 9.27942341184
6283;Urnäsch;;;;;;;;;;;;0;47.3183888986, 9.28598562514
6284;Jakobsbad;;;Urnäsch;4.0;0;0;0;0;0;;0;0;47.3200693405, 9.32831612741
6285;Gonten;;;Urnäsch;6.0;;;;;;;;0;47.3283777695, 9.34773216631
6288;Weissbad;;;Appenzell;4.0;0;0;0;0;0;;0;0;47.3108683792, 9.43597679171
6303;St. Gallen St. Fiden;;;St. Gallen;2.0;1;1;0;1;0;;0;2;47.434542034, 9.39342737505
6314;St. Margrethen;5.0;;;;1;1;1;0;1;Postauto fahren ab dem Bahnhofplatz;0;2;47.4532118157, 9.63825154068
6319;Altstätten SG;;;Altstätten Stadt;1.5;0;0;1;1;1;;0;1;47.3742291734, 9.55651096481
6322;Rorschach Stadt;;;;;0;0;0;0;1;;0;2;47.4754476463, 9.48971870021
6370;St. Gallen AB;;;;;;;;;;;;0;47.4234100976, 9.37058810864
6373;Niederteufen;;;Teufen;2.0;;;;;;;;0;47.3921565903, 9.3677982849
6374;Sternen bei Teufen;;;Teufen;2.0;;;;;;;;0;47.3896147952, 9.374529097
6374;Sternen bei Teufen;;;St. Gallen AB;6.0;;;;;;;;0;47.3896147952, 9.374529097
6383;Hebrig;;;Altstätten Stadt;7.0;;;;;;;;0;47.3621467914, 9.46471342728
6383;Hebrig;;;Gais;2.0;;;;;;;;0;47.3621467914, 9.46471342728
6386;Stoss AR;;;Gais;4.0;;;;;;;;0;47.3608253641, 9.4951718516
6393;Wittenbach;;;;;0;0;1;0;1;"Ein-/Ausstiegshilfe für Reisende im Rollstuhl nur Mo - Sa verfügbar.
(So geschlossen)";0;0;47.4628476165, 9.38853751225
6395;Häggenschwil-Winden;;;Romanshorn;10.0;0;0;0;0;0;;0;0;47.5038584595, 9.35870895961
6398;Neukirch-Egnach;;;Wittenbach;16.0;0;0;0;0;0;;0;0;47.5387945817, 9.37583489866
6400;Sandbüchel;;;Heiden;8.0;;;;;;;;;47.4753880645, 9.52175079094
6751;Hemberg, Bächli;;;;;;;;;;;;;47.3059623161, 9.19513551739
6759;Hundwil, Post;;;;;;;;;;;;;47.364856016, 9.31729797483
6762;Lutzenberg, Post;;;;;;;;;;;;;47.4598210716, 9.57024058601
6773;Schönengrund, Post;;;;;;;;;;;;;47.3289832254, 9.2268580673
6774;Schwellbrunn, Post;;;;;;;;;;;;;47.3518634213, 9.24925717244
6780;Wildhaus, Post;;;;;;;;;;;;;47.2030588034, 9.35080776663
6852;Dussnang, Kurhotel;;;;;;;;;;;;;47.4298474279, 8.96426615212
6869;Kartause Ittingen;;;;;;;;;;;;;47.5826355719, 8.86693913958
7000;Bern;8.0;;;;1;1;1;1;1;Züge der RBS fahren im Untergrund bei der Bahnhofhalle;0;27;46.948824497, 7.43911900576
7005;Rubigen;;;Münsingen;3.0;0;0;1;0;1;Buse fahren vor dem Bahnhof. Münsingen, Konolfingen, Belp. Worb;0;0;46.8991669832, 7.54536675759
7006;Münsingen;;;;;1;1;1;1;1;Postauto, Ortsbus und Tangento fahren ab Bahnhofplatz;0;2;46.8733456586, 7.55942999819
7050;Bern Egghölzli;;;Gümligen;3.0;0;0;0;0;1;;0;0;46.9367649015, 7.47679659276
7054;Rüfenacht;;;Worb Dorf;3.0;;;;;;;;0;46.9298171254, 7.53100936422
7061;Bern Brunnadernstr.;;;Bern RBS;3.0;0;0;0;0;0;;0;0;46.9411850449, 7.46371849063
7063;Worb Dorf;;;Gümligen;5.0;0;1;1;1;1;Postauto fahren ab dem Bahnhofplatz.;0;0;46.9299855627, 7.5624714622
7064;Vechigen;;;Boll-Utzigen;2.0;0;0;0;0;1;;0;0;46.9467589206, 7.55645458142
7064;Vechigen;;;Worblaufen;10.0;0;0;0;0;1;;0;0;46.9467589206, 7.55645458142
7065;Boll-Utzigen;;;Worb Dorf;3.0;0;0;0;0;1;;0;0;46.9536132454, 7.54728691262
7076;Belp;;;;;0;1;1;1;1;"Abfahrt Bahnhofplatz:
Tangeto-Bus nach Konolfingen
Airliner-Bus nach Bern Flughafen
Ortsbus Belp Mo-Sa";0;0;46.888883092, 7.49863601858
7093;Kehrsatz Nord;;;Belp;4.0;0;0;0;0;1;;1;0;46.9158360227, 7.46610943538
7153;Gunten ThS;;;Interlaken West;18.0;;;;;;;;;46.7124707065, 7.70031527045
7157;Beatushöhlen-Sundlauenen;;;Thun;20.0;;;;;;;;;46.684991809, 7.78995710952
7169;Interlaken West ThS;;;Interlaken Ost;0.1;;;;;;;;;46.6822069436, 7.85073139753
7172;Hünibach, Chartreuse;;;Thun;4.0;;;;;;;;;46.7453370094, 7.64464926686
7175;Oberhofen a. T., Längenschach;;;;;;;;;;;;;46.7258939149, 7.67893990332
7176;Gunten, Dorf;;;Thun;9.0;;;;;;;;;46.7128095634, 7.70161164589
1032;Gilly-Bursinel;;;;;;;;;;;;;46.4450581908, 6.30636546465
1042;Etoy;;;Allaman;2.0;0;0;0;0;1;;0;2;46.4751599503, 6.42713908598
1046;Tolochenaz;;;St-Prex;2.0;;;;;;;1;;46.4968262153, 6.47501180696
1048;Lonay-Préverenges;;;Morges;4.0;0;0;0;0;1;;0;1;46.5231229916, 6.51954667355
1052;Genève Balexert;;;;;;;;;;;;;
1055;Pralies, Les;;;Cure, La;5.0;;;;;;;;;46.4511659579, 6.12688295823
1057;Chèvrerie-Monteret, La;;;St-Cergue;3.0;;;;;;;;;46.4484604489, 6.18351621757
1059;Plantaz, Les;;;Nyon;2.0;;;;;;;;;46.3911426273, 6.22903773589
1059;Plantaz, Les;;;Genolier;6.0;;;;;;;;;46.3911426273, 6.22903773589
1069;L'Asse;;;Genolier;5.0;;;;;;;;;46.4018068084, 6.21176358536
1075;Lausanne-Ouchy;;;;;;;;;;;;;46.5056615356, 6.62686230013
1081;Chigny;;;Morges;3.0;;;;;;;;;46.5160098736, 6.47225908419
1088;Tuilerie;;;Bière;13.0;;;;;;;;;46.5927883622, 6.414221366
1090;Prélionne;;;Morges;1.0;;;;;;;;0;46.5094565868, 6.48027233798
1091;Vufflens-le-Château;;;Bière;15.0;0;0;0;0;0;;0;0;46.5247981193, 6.47318377958
1095;Ballens;;;Bière;4.0;0;0;0;0;1;;0;0;46.552244973, 6.37446036057
1100;Pont, Le;;;Vallorbe;8.0;0;0;0;0;0;;0;0;46.6686762914, 6.32465796226
1108;Sarraz, La;;;Renens VD;18.0;0;0;0;0;1;"Non-occupée.
Accès au quai sans escalier (rampe ou ascenseur): seulement voie 1";0;1;46.6587767613, 6.51736524915
1111;Essert-Pittet;;;Yverdon-les-Bains;10.0;0;0;0;0;0;;0;1;46.7276595753, 6.58065762221
1114;Eclépens;;;Chavornay;6.0;0;0;0;0;1;Non-occupée;0;1;46.6571840947, 6.55242099774
1118;Renens VD;;;;;1;1;1;1;0;Pas de personnel disponible en gare !;0;4;46.5370287879, 6.57893884264
1125;Epesses;;;Vevey;9.0;0;0;0;0;0;;0;1;46.4893183671, 6.74516355201
1126;Rivaz;;;Puidoux-Chexbres;5.0;0;0;0;0;0;;0;1;46.4741966711, 6.78458954595
1154;Esserts-de-Rive;;;Pont, Le;8.0;;;;;;;;;46.6320261658, 6.26051984215
1156;Solliat-Golisse;;;Sentier-Orient;2.0;;;;;;;;0;46.6144381175, 6.23903527804
1160;Lausanne-Chauderon;;;Echallens;22.0;0;1;0;0;1;;0;0;46.5232251758, 6.62606417447
1161;Montétan;;;Lausanne-Chauderon;2.0;;;;;;;;;46.5303290639, 6.61318337148
1164;Cery-Fleur-de-Lys;;;Lausanne-Chauderon;5.0;;;;;;;;;46.5445731292, 6.60501249912
1165;Jouxtens-Mézery;;;Echallens;17.0;;;;;;;;;46.5483270754, 6.60169481512
1167;Lussex, Le;;;Echallens;16.0;;;;;;;;;46.5568675836, 6.60091044219
1168;Vernand-Camarès;;;Echallens;13.0;;;;;;;;;46.570930128, 6.60480133241
1170;Bel-Air LEB;;;Echallens;12.0;;;;;;;;;46.5786721056, 6.60552979775
1174;Sur Roche;;;Echallens;1.0;;;;;;;;;46.6404449709, 6.638926796
1176;Fey;;;Echallens;6.0;;;;;;;;;46.6743150936, 6.68508201914
1178;Grésaley;;;Lausanne-Chauderon;25.0;;;;;;;;;46.6431664086, 6.64215191536
1178;Grésaley;;;Echallens;6.0;;;;;;;;;46.6431664086, 6.64215191536
1184;Ouchy;;;;;;;;;;;;;46.5070855088, 6.6259679725
1230;Glion-Hôtel-des-Alpes;;;Montreux MOB;3.0;;;;;;;;;46.4328527932, 6.92433178888
1259;Haute-Nendaz, télécabine;;;;;;;;;;;;;46.1805108938, 7.29151845475
1264;St-Légier-Village;;;Blonay;2.0;;;;;;;;0;46.471011029, 6.87657598875
1282;Prélaz-sur-Blonay;;;Blonay;1.0;;;;;;;;;46.468821071, 6.89793770899
1302;Veytaux-Chillon;;;Villeneuve;2.0;0;0;0;0;0;;0;1;46.4176118611, 6.92785847954
1302;Veytaux-Chillon;;;Montreux;3.0;0;0;0;0;0;;0;1;46.4176118611, 6.92785847954
1360;Planches, Les (Montreux);;;Glion;2.0;;;;;;;;;46.4330917123, 6.91756386053
1361;Toveyre;;;Glion;1.0;;;;;;;;;46.4278968678, 6.92847692463
1362;Valmont;;;Glion;1.0;;;;;;;;;46.428548289, 6.92930340891
1365;Crêt-d'y-Bau;;;Caux;2.0;;;;;;;;;46.4351486203, 6.95538107588
1369;Rochers-de-Naye;;;Glion;8.0;0;0;0;0;0;;0;1;46.4316757954, 6.97902613709
1375;Chernex;;;Les Avants;7.0;0;0;0;0;1;;0;0;46.4459210785, 6.91008739017
1378;Allières;;;Les Avants;7.0;;;;;;;;;46.4698144214, 7.00789187992
1381;Vuarennes;;;Montreux MOB;1.0;0;0;0;0;0;;0;0;46.4391153729, 6.91097365383
1385;Sendy-Sollard;;;Les Avants;2.0;0;0;0;0;0;;0;0;46.4466378663, 6.92908102125
