didok,stationsbezeichnung,parkrail_anzahl,parkrail_preis_tag,parkrail_preis_monat,parkrail_preis_jahr,parkrail_pflichtig_zeit1,parkrail_pflichtig_zeit2,parkrail_pflichtig_zeit3,parkrail_bemerkung,railtaxitext,railtaxiinfo,mietvelo_bezeichnung,mietvelo_anzahl,mietvelo_bemerkung,veloparking_status_d,veloparking_bemerkung_d,veloparking_abschliessbar,veloparking_abschliessbar_text,carsharing standort_bezeichnung,geopos
1303,Villeneuve,69,7,70,700,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Stundentarif: CHF 1.-/Stunde, Online-Ticket erhältlich.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Villeneuve (VD) Gare,"46.3983659275, 6.92699984758"
1421,Monthey,31,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Monthey Gare CFF,"46.2556458933, 6.9552285472"
1505,Ardon,7,0,0,0,,,,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.2085842921, 7.27094418819"
2002,Brittnau-Wikon,8,0,0,0,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.2626629521, 7.95702232358"
2011,Oberkirch,3,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Oberkirch Bahnhof,"47.1552315719, 8.11422262548"
2006,Wauwil,16,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1838514118, 8.0190083583"
1502,Saxon,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.149376272, 7.17343442478"
1120,Lausanne,,,,,,,,"Parking de la Gare, vom Privatunternehmen Vinci Park betrieben, Tel. 021 617 67 44 .",Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Ausgang Nord, neben Fly Rail Baggage, in Nähe Eingang Aperto 
Zugehörige Agglomerationsstandorte: Belmont, Bussigny, Echandons, Ecublens, Epalinges, Grandvaux, La Conversion, Lutry, Prilly, Pully, Renens
Partner: Taxiphone Coopérative, Lausanne",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Gepäckschalter,Lausanne Gare,"46.5167786487, 6.62909314109"
1122,Lutry,42,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 06:00-22:00","Mo,Tu,We,Th,Fr,Sa,Su 06:00-22:00","Mo,Tu,We,Th,Fr,Sa,Su 06:00-22:00","CHF 0.80/Stunde (Parkuhr), Online-Ticket erhältlich.",Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Lutry Gare,"46.5037789699, 6.69061164399"
1107,Arnex,21,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.6980662731, 6.51890326658"
1124,Cully,150,0,0,0,,,,Tagesparking und Stundenparking an der Parkuhr. Monats- und Jahreskarten sind bei der Gemeinde mit einem gültigen SBB-Abonnement zu lösen.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Cully Gare,"46.488550014, 6.72714757327"
1112,Chavornay,49,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.7100764779, 6.56816025319"
1111,Essert-Pittet,15,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.7276595753, 6.58065762221"
1123,Villette VD,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.4953325352, 6.70728469954"
1127,St-Saphorin,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.4725855624, 6.7970306112"
1301,Territet,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.4263773828, 6.92270212787"
1202,Burier,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.4478763825, 6.87711567196"
2201,Gisikon-Root,29,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Gisikon Bahnhof Gisikon-Root,"47.1213263146, 8.39477668629"
2103,Suhr,8,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Suhr Bahnhof,"47.3716326855, 8.08227404767"
2200,Ebikon,35,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Monats-/Jahreskarten am Postschalter, Online-Ticket erhältlich.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.08425714, 8.34234535321"
2111,Däniken,27,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.356386391, 7.97875336334"
2102,Oberentfelden,26,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3564807476, 8.04837791732"
2027,Hitzkirch,27,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.2226679578, 8.25198154865"
2024,Hochdorf,28,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1669743615, 8.28868696709"
2029,Mosen,15,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.2442873199, 8.22414905535"
2019,Ermensee,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.2296890898, 8.24230319429"
2205,Walchwil,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.0986827694, 8.51692521124"
6000,Winterthur,145,20,,,,,,Privates Angebot: Bahnhof Parking AG Tel 052 213 40 24 / Parktickets müssen am Schalter bewertet werden,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Ausgang Ost, neben Eingang zu Kiosk, bei Fly Rail Baggage
Zugehörige Agglomerationsstandorte: Stadt Winterthur
Partner: TCW AG Taxi Schönenberger, Winterthur",Kindertrailer,1,Ausgabe/Rücknahme der Velos in neuer Velostation,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/staedte/winterthur.htm,Winterthur Bahnhof / Untere Vogelsangstrasse,"47.5003335301, 8.72379907332"
6000,Winterthur,145,20,,,,,,Privates Angebot: Bahnhof Parking AG Tel 052 213 40 24 / Parktickets müssen am Schalter bewertet werden,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Ausgang Ost, neben Eingang zu Kiosk, bei Fly Rail Baggage
Zugehörige Agglomerationsstandorte: Stadt Winterthur
Partner: TCW AG Taxi Schönenberger, Winterthur",Tandem,2,Ausgabe/Rücknahme der Velos in neuer Velostation,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/staedte/winterthur.htm,Winterthur Bahnhof / Untere Vogelsangstrasse,"47.5003335301, 8.72379907332"
6000,Winterthur,145,20,,,,,,Privates Angebot: Bahnhof Parking AG Tel 052 213 40 24 / Parktickets müssen am Schalter bewertet werden,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Ausgang Ost, neben Eingang zu Kiosk, bei Fly Rail Baggage
Zugehörige Agglomerationsstandorte: Stadt Winterthur
Partner: TCW AG Taxi Schönenberger, Winterthur",Comfortbike,4,Ausgabe/Rücknahme der Velos in neuer Velostation,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/staedte/winterthur.htm,Winterthur Bahnhof / Bahnhofparking,"47.5003335301, 8.72379907332"
6013,Aadorf,56,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Aadorf Bahnhof,"47.4881178542, 8.90328450849"
6011,Eschlikon,80,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4614892248, 8.95851470682"
6003,Sennhof-Kyburg,5,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4651737084, 8.76033034905"
4231,"Deurres, Les",,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.9855183801, 6.899149402"
4441,Studen BE,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.110427547, 7.30173945882"
3207,Richterswil,132,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Tageswahlkarte, Monats- und Jahreskarten am Schalter, Tages- und Mehrtageskarten an der Parkuhr oder online via Ticketshop erhältlich.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Richterswil Bahnhof,"47.2083677131, 8.70746042267"
3340,Opfikon,55,8,70,700,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,0,,Opfikon Bahnhof,"47.4299514492, 8.56176987445"
3205,Au ZH,27,10,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Au (ZH) Bahnhof,"47.2468165268, 8.6437080619"
3147,Stettbach,,,,,,,,"P+R Betriebs AG, Löwenstrasse 61, 8023 Zürich, Tel 044 224 66 13 .",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Tiefbauamt Stadt Zürich http://www.stadt-zuerich.ch/content/ted/de/index/mobil_in_zuerich/per_velo/veloroutennetz/veloabstellplaetze/bike_u_ride.html,Zürich Stettbach Bahnhof,"47.3972121248, 8.59613281648"
3137,Gibswil,11,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3137146634, 8.9154940778"
3237,Diesbach-Betschwanden,6,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9461769693, 9.02436242331"
3236,Luchsingen-Hätzingen,6,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9650649888, 9.0390086553"
3232,Mitlödi,6,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.0101282312, 9.08119403324"
3141,Küsnacht Goldbach,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3268539021, 8.57595174932"
3235,Leuggelbach,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9757415966, 9.04692465402"
1030,Nyon,102,12,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Jahreskarten ausgebucht. Monatskarten: Verkauf nur in Nyon unter bestimmten Voraussetzungen.,,,,,,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,0,,Nyon Gare,"46.3844060313, 6.23597429701"
1115,Cossonay-Penthalaz,66,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Penthalaz Gare Cossonay,"46.6060023579, 6.5236830353"
216,Wangen bei Olten,30,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3413970205, 7.86834787109"
1022,Versoix,22,7,70,700,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Versoix Pont-Céard,"46.2797158332, 6.16574632626"
124,St-Ursanne,25,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3676921488, 7.16594419056"
1201,"Tour-de-Peilz, La",,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,La Tour-de-Peilz Gare,"46.4554432937, 6.85953018827"
141,Courchavon,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.4397614989, 7.05763565777"
1024,Céligny,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.3479691084, 6.20009332692"
220,Dotzigen,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1186594616, 7.33774490357"
321,Sisseln,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5456297763, 7.99308231111"
4226,"Neuveville, La",12,3,30,300,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,La Neuveville Gare,"47.0628240754, 7.09522000485"
4205,Gorgier-St-Aubin,28,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Gorgier Gare Gorgier-St-Aubin,"46.8990652006, 6.78102543256"
4228,Twann,40,,40,400,,,,Bezug auf Gemeinde032 315 03 30,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.0936555927, 7.15649171643"
4208,Boudry,29,0,0,0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.9594442223, 6.83504632593"
4133,Cugy FR,5,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.8160232571, 6.88916300569"
4138,Grolley,15,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.8319680926, 7.06605291011"
4227,Ligerz,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Ligerz Bahnhof,"47.0837604425, 7.13514479553"
4203,Concise,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.8508695027, 6.72316155773"
4141,Henniez,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.7349960085, 6.87010300707"
4142,Trey,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.7799523516, 6.91624479995"
6048,Marthalen,117,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Marthalen Bahnhof,"47.6310755053, 8.65609788009"
6043,Winterthur Wülflingen,20,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.5064325739, 8.68090851224"
6103,Müllheim-Wigoltingen,24,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,0,,,"47.5881673349, 9.01550138775"
6121,Romanshorn,99,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,Countrybike,85,zusätzlich verfügbar: 8 Tourenvelos,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,0,,Romanshorn Bahnhof,"47.5655269844, 9.37936259732"
6109,Amriswil,78,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Nordstrasse: 37 Parkplätze, Ost: 27 Parkplätze, Bahnhofplatz: 14 Parkplätze. Online-Ticket erhältlich.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Amriswil Bahnhof,"47.5504471564, 9.30221759023"
6212,Hauptwil,6,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4768608536, 9.25157587262"
6106,Bürglen,8,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5491005107, 9.14985544325"
6107,Erlen,8,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5514562601, 9.22619100908"
6202,Dietfurt,3,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3445497083, 9.07830029592"
6215,Bischofszell Nord,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,,"47.5004169871, 9.23401945255"
6205,Bazenheid,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,,"47.4101281088, 9.06904195327"
6214,Sitterdorf,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5052217763, 9.24898518569"
8005,Burgdorf,155,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte:Kirchberg, Oberburg, Wynigen (ohne Zuschlag nur wenn Richtung Burgdorf).<br>RailTaxi Partner: Aemme-Taxi",Kindervelo,1,Velostation: 034 422 42 46 oder unter www.rentabike.ch,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Velostation http://www.velostation.ch/de/velostationen/burgdorf/,Burgdorf Bahnhof,"47.0606957305, 7.62168894507"
8100,Langenthal,93,8,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00",,Tagestarif nur an zentraler Parkuhr/ Monats- und Jahreskarten am Schalter nur vor Ort/ Warteliste,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Velostation http://www.velostation.ch/staedte/langenthal.htm,Langenthal Süd Bahnhof,"47.2173003777, 7.78470885276"
6308,Arbon,40,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Arbon Bahnhof,"47.5105854479, 9.43333858591"
6309,Egnach,10,3,30,300,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.5439914495, 9.38300007743"
6318,Rebstein-Marbach,20,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3926373927, 9.58675061708"
8103,Rothrist,25,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3064476644, 7.87938648836"
6304,Mörschwil,8,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.4747707737, 9.41437284119"
8006,Wynigen,50,0,0,0,,,,Gemeindeanlage,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1051648822, 7.66349632611"
6319,Altstätten SG,58,,,,,,,Gebührenpflichtige Anlage auf Gemeindegebiet,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Altstätten (SG) Stadt Bahnhof,"47.3742291734, 9.55651096481"
6322,Rorschach Stadt,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4754476463, 9.48971870021"
9000,Chur,121,10,100,1000,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Einfahrt Parkhaus: Gürtelstrasse 48,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Unterführung Ausgang Gürtelstrasse, Ende Rampenaufgang
Einsatzgebiet: Stadt Chur
Partner: Rhi-Taxi GmbH, Chur",Countrybike,10,Selbstbedienungs-Station;; Kontakt: 051 228 53 04,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/de/velostationen/chur/,Chur Bahnhof,"46.8530797552, 9.52892561961"
9411,Sargans,326,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 06:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 06:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 06:00-24:00",Online-Ticket erhältlich.,,,Kindervelo,2,Selbstbedienungs-Station,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,Sargans Bahnhof,"47.0453635269, 9.44539562754"
8200,Worb SBB,40,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Monats- und Jahreskarten am Schalter in Worb Dorf (RBS) erhältlich,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Worb Bahnhof,"46.9152218276, 7.56483999982"
8210,Escholzmatt,48,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9153453481, 7.93636161772"
8219,Littau,8,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.0530610496, 8.2570965354"
